"sample_id","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","characteristics_ch1.2","characteristics_ch1.3","characteristics_ch1.4","treatment_protocol_ch1","growth_protocol_ch1","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","data_processing","data_processing.1","platform_id","contact_name","contact_email","contact_department","contact_institute","contact_address","contact_city","contact_zip.postal_code","contact_country","supplementary_file","data_row_count","foetal.age.ch1","in.vitro.oxygen.condition.ch1","maternal.injections.ch1","maternal.oxygen.status.ch1","tissue.ch1","condition"
"GSM2300573","Placenta_Hypoxia_Saline_21_rep4","GSM2300573","Public on Aug 22 2017","Sep 01 2016","Aug 23 2017","RNA","1","placenta conditioned medium, maternal hypoxia, maternal saline injection, exposure to 21% oxygen in vitro","Rattus norvegicus","foetal age: E20","tissue: Pacenta","maternal oxygen status: Hypoxia","maternal injections: Saline","in vitro oxygen condition: 21%","On gestational day 15 of pregnancy the rats were injected ntravenously with saline or 125 μM MitoQ-nanoparticles and exposed for the next 6 days to 21% or 11% oxygen.","Three-month-old female Sprague-Dawley rats were maintained on ad libitum standard rat chow and tap water in a 10:14-h light-dark cycle and acclimatised before breeding. All protocols were approved by the University of Alberta Health Sciences Animal Policy and Welfare Committee, in accordance with the Canadian Council on Animal Care guidelines.","total RNA","Foetal blood was collected into EDTA-containing tubes, pooled per litter, and plasma was extracted. Placentae were isolated, placed into cell culture medium and incubated at 2, 8 or 21% oxygen for 24 h. Total RNA was extracted from 100 μl foetal plasma using the Qiagen miRNeasy Serum/Plasma Kit or from 200 μl conditioned media using the Qiagen miRNeasy Mini Kit.","biotin","Samples were labelled using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","10116","Samples were hybridised using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","Samples were analysed using the NanoString nCounter Analysis System (Gen2). See Gen2 Prep Station User Manual.","Placenta_NS21_v_HS21.txt; Placenta_HS21_v_HM21.txt","Raw output files were converted into lists of counts. To compare two groups, the respective raw counts were passed into RUVSeq for normalisation and removal of unwanted variation. Adjusted counts were then analysed for differential expression analysis using edgeR.","Normalised counts can be found in attached text files, instead of in the matrix table, as specified in the 'Description' column under the 'Samples' heading. Values are Reporter Probe signal intensities captured with the nCounter Analysis System and normalised using RUVSeq.","GPL19924","Hannah,,Scott","hs9350@my.bristol.ac.uk","UK Dementia Research Institute","Cardiff University","Hadyn Ellis Building, Maindy Road","Cardiff","CF24 4HQ","United Kingdom","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2300nnn/GSM2300573/suppl/GSM2300573_Sample23.RCC.gz","0","E20","21%","Saline","Hypoxia","Pacenta",NA
"GSM2300574","Placenta_Hypoxia_Saline_02_rep1","GSM2300574","Public on Aug 22 2017","Sep 01 2016","Aug 23 2017","RNA","1","placenta conditioned medium, maternal hypoxia, maternal saline injection, exposure to 2% oxygen in vitro","Rattus norvegicus","foetal age: E20","tissue: Pacenta","maternal oxygen status: Hypoxia","maternal injections: Saline","in vitro oxygen condition: 2%","On gestational day 15 of pregnancy the rats were injected ntravenously with saline or 125 μM MitoQ-nanoparticles and exposed for the next 6 days to 21% or 11% oxygen.","Three-month-old female Sprague-Dawley rats were maintained on ad libitum standard rat chow and tap water in a 10:14-h light-dark cycle and acclimatised before breeding. All protocols were approved by the University of Alberta Health Sciences Animal Policy and Welfare Committee, in accordance with the Canadian Council on Animal Care guidelines.","total RNA","Foetal blood was collected into EDTA-containing tubes, pooled per litter, and plasma was extracted. Placentae were isolated, placed into cell culture medium and incubated at 2, 8 or 21% oxygen for 24 h. Total RNA was extracted from 100 μl foetal plasma using the Qiagen miRNeasy Serum/Plasma Kit or from 200 μl conditioned media using the Qiagen miRNeasy Mini Kit.","biotin","Samples were labelled using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","10116","Samples were hybridised using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","Samples were analysed using the NanoString nCounter Analysis System (Gen2). See Gen2 Prep Station User Manual.","Placenta_NS21_v_HS02.txt; Placenta_HS02_v_HM02.txt","Raw output files were converted into lists of counts. To compare two groups, the respective raw counts were passed into RUVSeq for normalisation and removal of unwanted variation. Adjusted counts were then analysed for differential expression analysis using edgeR.","Normalised counts can be found in attached text files, instead of in the matrix table, as specified in the 'Description' column under the 'Samples' heading. Values are Reporter Probe signal intensities captured with the nCounter Analysis System and normalised using RUVSeq.","GPL19924","Hannah,,Scott","hs9350@my.bristol.ac.uk","UK Dementia Research Institute","Cardiff University","Hadyn Ellis Building, Maindy Road","Cardiff","CF24 4HQ","United Kingdom","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2300nnn/GSM2300574/suppl/GSM2300574_Sample24.RCC.gz","0","E20","2%","Saline","Hypoxia","Pacenta",NA
"GSM2300575","Placenta_Hypoxia_Saline_02_rep2","GSM2300575","Public on Aug 22 2017","Sep 01 2016","Aug 23 2017","RNA","1","placenta conditioned medium, maternal hypoxia, maternal saline injection, exposure to 2% oxygen in vitro","Rattus norvegicus","foetal age: E20","tissue: Pacenta","maternal oxygen status: Hypoxia","maternal injections: Saline","in vitro oxygen condition: 2%","On gestational day 15 of pregnancy the rats were injected ntravenously with saline or 125 μM MitoQ-nanoparticles and exposed for the next 6 days to 21% or 11% oxygen.","Three-month-old female Sprague-Dawley rats were maintained on ad libitum standard rat chow and tap water in a 10:14-h light-dark cycle and acclimatised before breeding. All protocols were approved by the University of Alberta Health Sciences Animal Policy and Welfare Committee, in accordance with the Canadian Council on Animal Care guidelines.","total RNA","Foetal blood was collected into EDTA-containing tubes, pooled per litter, and plasma was extracted. Placentae were isolated, placed into cell culture medium and incubated at 2, 8 or 21% oxygen for 24 h. Total RNA was extracted from 100 μl foetal plasma using the Qiagen miRNeasy Serum/Plasma Kit or from 200 μl conditioned media using the Qiagen miRNeasy Mini Kit.","biotin","Samples were labelled using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","10116","Samples were hybridised using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","Samples were analysed using the NanoString nCounter Analysis System (Gen2). See Gen2 Prep Station User Manual.","Placenta_NS21_v_HS02.txt; Placenta_HS02_v_HM02.txt","Raw output files were converted into lists of counts. To compare two groups, the respective raw counts were passed into RUVSeq for normalisation and removal of unwanted variation. Adjusted counts were then analysed for differential expression analysis using edgeR.","Normalised counts can be found in attached text files, instead of in the matrix table, as specified in the 'Description' column under the 'Samples' heading. Values are Reporter Probe signal intensities captured with the nCounter Analysis System and normalised using RUVSeq.","GPL19924","Hannah,,Scott","hs9350@my.bristol.ac.uk","UK Dementia Research Institute","Cardiff University","Hadyn Ellis Building, Maindy Road","Cardiff","CF24 4HQ","United Kingdom","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2300nnn/GSM2300575/suppl/GSM2300575_Sample25.RCC.gz","0","E20","2%","Saline","Hypoxia","Pacenta",NA
"GSM2300576","Placenta_Hypoxia_Saline_02_rep3","GSM2300576","Public on Aug 22 2017","Sep 01 2016","Aug 23 2017","RNA","1","placenta conditioned medium, maternal hypoxia, maternal saline injection, exposure to 2% oxygen in vitro","Rattus norvegicus","foetal age: E20","tissue: Pacenta","maternal oxygen status: Hypoxia","maternal injections: Saline","in vitro oxygen condition: 2%","On gestational day 15 of pregnancy the rats were injected ntravenously with saline or 125 μM MitoQ-nanoparticles and exposed for the next 6 days to 21% or 11% oxygen.","Three-month-old female Sprague-Dawley rats were maintained on ad libitum standard rat chow and tap water in a 10:14-h light-dark cycle and acclimatised before breeding. All protocols were approved by the University of Alberta Health Sciences Animal Policy and Welfare Committee, in accordance with the Canadian Council on Animal Care guidelines.","total RNA","Foetal blood was collected into EDTA-containing tubes, pooled per litter, and plasma was extracted. Placentae were isolated, placed into cell culture medium and incubated at 2, 8 or 21% oxygen for 24 h. Total RNA was extracted from 100 μl foetal plasma using the Qiagen miRNeasy Serum/Plasma Kit or from 200 μl conditioned media using the Qiagen miRNeasy Mini Kit.","biotin","Samples were labelled using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","10116","Samples were hybridised using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","Samples were analysed using the NanoString nCounter Analysis System (Gen2). See Gen2 Prep Station User Manual.","Placenta_NS21_v_HS02.txt; Placenta_HS02_v_HM02.txt","Raw output files were converted into lists of counts. To compare two groups, the respective raw counts were passed into RUVSeq for normalisation and removal of unwanted variation. Adjusted counts were then analysed for differential expression analysis using edgeR.","Normalised counts can be found in attached text files, instead of in the matrix table, as specified in the 'Description' column under the 'Samples' heading. Values are Reporter Probe signal intensities captured with the nCounter Analysis System and normalised using RUVSeq.","GPL19924","Hannah,,Scott","hs9350@my.bristol.ac.uk","UK Dementia Research Institute","Cardiff University","Hadyn Ellis Building, Maindy Road","Cardiff","CF24 4HQ","United Kingdom","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2300nnn/GSM2300576/suppl/GSM2300576_Sample26.RCC.gz","0","E20","2%","Saline","Hypoxia","Pacenta",NA
"GSM2300577","Placenta_Hypoxia_Saline_02_rep4","GSM2300577","Public on Aug 22 2017","Sep 01 2016","Aug 23 2017","RNA","1","placenta conditioned medium, maternal hypoxia, maternal saline injection, exposure to 2% oxygen in vitro","Rattus norvegicus","foetal age: E20","tissue: Pacenta","maternal oxygen status: Hypoxia","maternal injections: Saline","in vitro oxygen condition: 2%","On gestational day 15 of pregnancy the rats were injected ntravenously with saline or 125 μM MitoQ-nanoparticles and exposed for the next 6 days to 21% or 11% oxygen.","Three-month-old female Sprague-Dawley rats were maintained on ad libitum standard rat chow and tap water in a 10:14-h light-dark cycle and acclimatised before breeding. All protocols were approved by the University of Alberta Health Sciences Animal Policy and Welfare Committee, in accordance with the Canadian Council on Animal Care guidelines.","total RNA","Foetal blood was collected into EDTA-containing tubes, pooled per litter, and plasma was extracted. Placentae were isolated, placed into cell culture medium and incubated at 2, 8 or 21% oxygen for 24 h. Total RNA was extracted from 100 μl foetal plasma using the Qiagen miRNeasy Serum/Plasma Kit or from 200 μl conditioned media using the Qiagen miRNeasy Mini Kit.","biotin","Samples were labelled using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","10116","Samples were hybridised using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","Samples were analysed using the NanoString nCounter Analysis System (Gen2). See Gen2 Prep Station User Manual.","Placenta_NS21_v_HS02.txt; Placenta_HS02_v_HM02.txt","Raw output files were converted into lists of counts. To compare two groups, the respective raw counts were passed into RUVSeq for normalisation and removal of unwanted variation. Adjusted counts were then analysed for differential expression analysis using edgeR.","Normalised counts can be found in attached text files, instead of in the matrix table, as specified in the 'Description' column under the 'Samples' heading. Values are Reporter Probe signal intensities captured with the nCounter Analysis System and normalised using RUVSeq.","GPL19924","Hannah,,Scott","hs9350@my.bristol.ac.uk","UK Dementia Research Institute","Cardiff University","Hadyn Ellis Building, Maindy Road","Cardiff","CF24 4HQ","United Kingdom","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2300nnn/GSM2300577/suppl/GSM2300577_Sample27.RCC.gz","0","E20","2%","Saline","Hypoxia","Pacenta",NA
"GSM2300578","Placenta_Normoxia_MitoQNP_21_rep1","GSM2300578","Public on Aug 22 2017","Sep 01 2016","Aug 23 2017","RNA","1","placenta conditioned medium, maternal normoxia, maternal MitoQ-nanoparticle injection, exposure to 21% oxygen in vitro","Rattus norvegicus","foetal age: E20","tissue: Pacenta","maternal oxygen status: Normoxia","maternal injections: MitoQ-nanoparticles","in vitro oxygen condition: 21%","On gestational day 15 of pregnancy the rats were injected ntravenously with saline or 125 μM MitoQ-nanoparticles and exposed for the next 6 days to 21% or 11% oxygen.","Three-month-old female Sprague-Dawley rats were maintained on ad libitum standard rat chow and tap water in a 10:14-h light-dark cycle and acclimatised before breeding. All protocols were approved by the University of Alberta Health Sciences Animal Policy and Welfare Committee, in accordance with the Canadian Council on Animal Care guidelines.","total RNA","Foetal blood was collected into EDTA-containing tubes, pooled per litter, and plasma was extracted. Placentae were isolated, placed into cell culture medium and incubated at 2, 8 or 21% oxygen for 24 h. Total RNA was extracted from 100 μl foetal plasma using the Qiagen miRNeasy Serum/Plasma Kit or from 200 μl conditioned media using the Qiagen miRNeasy Mini Kit.","biotin","Samples were labelled using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","10116","Samples were hybridised using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","Samples were analysed using the NanoString nCounter Analysis System (Gen2). See Gen2 Prep Station User Manual.","Placenta_NS21_v_NM21","Raw output files were converted into lists of counts. To compare two groups, the respective raw counts were passed into RUVSeq for normalisation and removal of unwanted variation. Adjusted counts were then analysed for differential expression analysis using edgeR.","Normalised counts can be found in attached text files, instead of in the matrix table, as specified in the 'Description' column under the 'Samples' heading. Values are Reporter Probe signal intensities captured with the nCounter Analysis System and normalised using RUVSeq.","GPL19924","Hannah,,Scott","hs9350@my.bristol.ac.uk","UK Dementia Research Institute","Cardiff University","Hadyn Ellis Building, Maindy Road","Cardiff","CF24 4HQ","United Kingdom","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2300nnn/GSM2300578/suppl/GSM2300578_Sample28.RCC.gz","0","E20","21%","MitoQ-nanoparticles","Normoxia","Pacenta",NA
"GSM2300579","Placenta_Normoxia_MitoQNP_21_rep2","GSM2300579","Public on Aug 22 2017","Sep 01 2016","Aug 23 2017","RNA","1","placenta conditioned medium, maternal normoxia, maternal MitoQ-nanoparticle injection, exposure to 21% oxygen in vitro","Rattus norvegicus","foetal age: E20","tissue: Pacenta","maternal oxygen status: Normoxia","maternal injections: MitoQ-nanoparticles","in vitro oxygen condition: 21%","On gestational day 15 of pregnancy the rats were injected ntravenously with saline or 125 μM MitoQ-nanoparticles and exposed for the next 6 days to 21% or 11% oxygen.","Three-month-old female Sprague-Dawley rats were maintained on ad libitum standard rat chow and tap water in a 10:14-h light-dark cycle and acclimatised before breeding. All protocols were approved by the University of Alberta Health Sciences Animal Policy and Welfare Committee, in accordance with the Canadian Council on Animal Care guidelines.","total RNA","Foetal blood was collected into EDTA-containing tubes, pooled per litter, and plasma was extracted. Placentae were isolated, placed into cell culture medium and incubated at 2, 8 or 21% oxygen for 24 h. Total RNA was extracted from 100 μl foetal plasma using the Qiagen miRNeasy Serum/Plasma Kit or from 200 μl conditioned media using the Qiagen miRNeasy Mini Kit.","biotin","Samples were labelled using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","10116","Samples were hybridised using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","Samples were analysed using the NanoString nCounter Analysis System (Gen2). See Gen2 Prep Station User Manual.","Placenta_NS21_v_NM21","Raw output files were converted into lists of counts. To compare two groups, the respective raw counts were passed into RUVSeq for normalisation and removal of unwanted variation. Adjusted counts were then analysed for differential expression analysis using edgeR.","Normalised counts can be found in attached text files, instead of in the matrix table, as specified in the 'Description' column under the 'Samples' heading. Values are Reporter Probe signal intensities captured with the nCounter Analysis System and normalised using RUVSeq.","GPL19924","Hannah,,Scott","hs9350@my.bristol.ac.uk","UK Dementia Research Institute","Cardiff University","Hadyn Ellis Building, Maindy Road","Cardiff","CF24 4HQ","United Kingdom","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2300nnn/GSM2300579/suppl/GSM2300579_Sample29.RCC.gz","0","E20","21%","MitoQ-nanoparticles","Normoxia","Pacenta",NA
"GSM2300580","Placenta_Normoxia_MitoQNP_21_rep3","GSM2300580","Public on Aug 22 2017","Sep 01 2016","Aug 23 2017","RNA","1","placenta conditioned medium, maternal normoxia, maternal MitoQ-nanoparticle injection, exposure to 21% oxygen in vitro","Rattus norvegicus","foetal age: E20","tissue: Pacenta","maternal oxygen status: Normoxia","maternal injections: MitoQ-nanoparticles","in vitro oxygen condition: 21%","On gestational day 15 of pregnancy the rats were injected ntravenously with saline or 125 μM MitoQ-nanoparticles and exposed for the next 6 days to 21% or 11% oxygen.","Three-month-old female Sprague-Dawley rats were maintained on ad libitum standard rat chow and tap water in a 10:14-h light-dark cycle and acclimatised before breeding. All protocols were approved by the University of Alberta Health Sciences Animal Policy and Welfare Committee, in accordance with the Canadian Council on Animal Care guidelines.","total RNA","Foetal blood was collected into EDTA-containing tubes, pooled per litter, and plasma was extracted. Placentae were isolated, placed into cell culture medium and incubated at 2, 8 or 21% oxygen for 24 h. Total RNA was extracted from 100 μl foetal plasma using the Qiagen miRNeasy Serum/Plasma Kit or from 200 μl conditioned media using the Qiagen miRNeasy Mini Kit.","biotin","Samples were labelled using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","10116","Samples were hybridised using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","Samples were analysed using the NanoString nCounter Analysis System (Gen2). See Gen2 Prep Station User Manual.","Placenta_NS21_v_NM21","Raw output files were converted into lists of counts. To compare two groups, the respective raw counts were passed into RUVSeq for normalisation and removal of unwanted variation. Adjusted counts were then analysed for differential expression analysis using edgeR.","Normalised counts can be found in attached text files, instead of in the matrix table, as specified in the 'Description' column under the 'Samples' heading. Values are Reporter Probe signal intensities captured with the nCounter Analysis System and normalised using RUVSeq.","GPL19924","Hannah,,Scott","hs9350@my.bristol.ac.uk","UK Dementia Research Institute","Cardiff University","Hadyn Ellis Building, Maindy Road","Cardiff","CF24 4HQ","United Kingdom","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2300nnn/GSM2300580/suppl/GSM2300580_Sample30.RCC.gz","0","E20","21%","MitoQ-nanoparticles","Normoxia","Pacenta",NA
"GSM2300581","Placenta_Normoxia_MitoQNP_21_rep4","GSM2300581","Public on Aug 22 2017","Sep 01 2016","Aug 23 2017","RNA","1","placenta conditioned medium, maternal normoxia, maternal MitoQ-nanoparticle injection, exposure to 21% oxygen in vitro","Rattus norvegicus","foetal age: E20","tissue: Pacenta","maternal oxygen status: Normoxia","maternal injections: MitoQ-nanoparticles","in vitro oxygen condition: 21%","On gestational day 15 of pregnancy the rats were injected ntravenously with saline or 125 μM MitoQ-nanoparticles and exposed for the next 6 days to 21% or 11% oxygen.","Three-month-old female Sprague-Dawley rats were maintained on ad libitum standard rat chow and tap water in a 10:14-h light-dark cycle and acclimatised before breeding. All protocols were approved by the University of Alberta Health Sciences Animal Policy and Welfare Committee, in accordance with the Canadian Council on Animal Care guidelines.","total RNA","Foetal blood was collected into EDTA-containing tubes, pooled per litter, and plasma was extracted. Placentae were isolated, placed into cell culture medium and incubated at 2, 8 or 21% oxygen for 24 h. Total RNA was extracted from 100 μl foetal plasma using the Qiagen miRNeasy Serum/Plasma Kit or from 200 μl conditioned media using the Qiagen miRNeasy Mini Kit.","biotin","Samples were labelled using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","10116","Samples were hybridised using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","Samples were analysed using the NanoString nCounter Analysis System (Gen2). See Gen2 Prep Station User Manual.","Placenta_NS21_v_NM21","Raw output files were converted into lists of counts. To compare two groups, the respective raw counts were passed into RUVSeq for normalisation and removal of unwanted variation. Adjusted counts were then analysed for differential expression analysis using edgeR.","Normalised counts can be found in attached text files, instead of in the matrix table, as specified in the 'Description' column under the 'Samples' heading. Values are Reporter Probe signal intensities captured with the nCounter Analysis System and normalised using RUVSeq.","GPL19924","Hannah,,Scott","hs9350@my.bristol.ac.uk","UK Dementia Research Institute","Cardiff University","Hadyn Ellis Building, Maindy Road","Cardiff","CF24 4HQ","United Kingdom","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2300nnn/GSM2300581/suppl/GSM2300581_Sample31.RCC.gz","0","E20","21%","MitoQ-nanoparticles","Normoxia","Pacenta",NA
"GSM2300582","Placenta_Hypoxia_MitoQNP_21_rep1","GSM2300582","Public on Aug 22 2017","Sep 01 2016","Aug 23 2017","RNA","1","placenta conditioned medium, maternal hypoxia, maternal MitoQ-nanoparticle injection, exposure to 21% oxygen in vitro","Rattus norvegicus","foetal age: E20","tissue: Pacenta","maternal oxygen status: Hypoxia","maternal injections: MitoQ-nanoparticles","in vitro oxygen condition: 21%","On gestational day 15 of pregnancy the rats were injected ntravenously with saline or 125 μM MitoQ-nanoparticles and exposed for the next 6 days to 21% or 11% oxygen.","Three-month-old female Sprague-Dawley rats were maintained on ad libitum standard rat chow and tap water in a 10:14-h light-dark cycle and acclimatised before breeding. All protocols were approved by the University of Alberta Health Sciences Animal Policy and Welfare Committee, in accordance with the Canadian Council on Animal Care guidelines.","total RNA","Foetal blood was collected into EDTA-containing tubes, pooled per litter, and plasma was extracted. Placentae were isolated, placed into cell culture medium and incubated at 2, 8 or 21% oxygen for 24 h. Total RNA was extracted from 100 μl foetal plasma using the Qiagen miRNeasy Serum/Plasma Kit or from 200 μl conditioned media using the Qiagen miRNeasy Mini Kit.","biotin","Samples were labelled using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","10116","Samples were hybridised using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","Samples were analysed using the NanoString nCounter Analysis System (Gen2). See Gen2 Prep Station User Manual.","Placenta_NS21_v_HM21.txt; Placenta_HS21_v_HM21.txt","Raw output files were converted into lists of counts. To compare two groups, the respective raw counts were passed into RUVSeq for normalisation and removal of unwanted variation. Adjusted counts were then analysed for differential expression analysis using edgeR.","Normalised counts can be found in attached text files, instead of in the matrix table, as specified in the 'Description' column under the 'Samples' heading. Values are Reporter Probe signal intensities captured with the nCounter Analysis System and normalised using RUVSeq.","GPL19924","Hannah,,Scott","hs9350@my.bristol.ac.uk","UK Dementia Research Institute","Cardiff University","Hadyn Ellis Building, Maindy Road","Cardiff","CF24 4HQ","United Kingdom","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2300nnn/GSM2300582/suppl/GSM2300582_Sample32.RCC.gz","0","E20","21%","MitoQ-nanoparticles","Hypoxia","Pacenta",NA
"GSM2300583","Placenta_Hypoxia_MitoQNP_21_rep2","GSM2300583","Public on Aug 22 2017","Sep 01 2016","Aug 23 2017","RNA","1","placenta conditioned medium, maternal hypoxia, maternal MitoQ-nanoparticle injection, exposure to 21% oxygen in vitro","Rattus norvegicus","foetal age: E20","tissue: Pacenta","maternal oxygen status: Hypoxia","maternal injections: MitoQ-nanoparticles","in vitro oxygen condition: 21%","On gestational day 15 of pregnancy the rats were injected ntravenously with saline or 125 μM MitoQ-nanoparticles and exposed for the next 6 days to 21% or 11% oxygen.","Three-month-old female Sprague-Dawley rats were maintained on ad libitum standard rat chow and tap water in a 10:14-h light-dark cycle and acclimatised before breeding. All protocols were approved by the University of Alberta Health Sciences Animal Policy and Welfare Committee, in accordance with the Canadian Council on Animal Care guidelines.","total RNA","Foetal blood was collected into EDTA-containing tubes, pooled per litter, and plasma was extracted. Placentae were isolated, placed into cell culture medium and incubated at 2, 8 or 21% oxygen for 24 h. Total RNA was extracted from 100 μl foetal plasma using the Qiagen miRNeasy Serum/Plasma Kit or from 200 μl conditioned media using the Qiagen miRNeasy Mini Kit.","biotin","Samples were labelled using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","10116","Samples were hybridised using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","Samples were analysed using the NanoString nCounter Analysis System (Gen2). See Gen2 Prep Station User Manual.","Placenta_NS21_v_HM21.txt; Placenta_HS21_v_HM21.txt","Raw output files were converted into lists of counts. To compare two groups, the respective raw counts were passed into RUVSeq for normalisation and removal of unwanted variation. Adjusted counts were then analysed for differential expression analysis using edgeR.","Normalised counts can be found in attached text files, instead of in the matrix table, as specified in the 'Description' column under the 'Samples' heading. Values are Reporter Probe signal intensities captured with the nCounter Analysis System and normalised using RUVSeq.","GPL19924","Hannah,,Scott","hs9350@my.bristol.ac.uk","UK Dementia Research Institute","Cardiff University","Hadyn Ellis Building, Maindy Road","Cardiff","CF24 4HQ","United Kingdom","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2300nnn/GSM2300583/suppl/GSM2300583_Sample33.RCC.gz","0","E20","21%","MitoQ-nanoparticles","Hypoxia","Pacenta",NA
"GSM2300584","Placenta_Hypoxia_MitoQNP_21_rep3","GSM2300584","Public on Aug 22 2017","Sep 01 2016","Aug 23 2017","RNA","1","placenta conditioned medium, maternal hypoxia, maternal MitoQ-nanoparticle injection, exposure to 21% oxygen in vitro","Rattus norvegicus","foetal age: E20","tissue: Pacenta","maternal oxygen status: Hypoxia","maternal injections: MitoQ-nanoparticles","in vitro oxygen condition: 21%","On gestational day 15 of pregnancy the rats were injected ntravenously with saline or 125 μM MitoQ-nanoparticles and exposed for the next 6 days to 21% or 11% oxygen.","Three-month-old female Sprague-Dawley rats were maintained on ad libitum standard rat chow and tap water in a 10:14-h light-dark cycle and acclimatised before breeding. All protocols were approved by the University of Alberta Health Sciences Animal Policy and Welfare Committee, in accordance with the Canadian Council on Animal Care guidelines.","total RNA","Foetal blood was collected into EDTA-containing tubes, pooled per litter, and plasma was extracted. Placentae were isolated, placed into cell culture medium and incubated at 2, 8 or 21% oxygen for 24 h. Total RNA was extracted from 100 μl foetal plasma using the Qiagen miRNeasy Serum/Plasma Kit or from 200 μl conditioned media using the Qiagen miRNeasy Mini Kit.","biotin","Samples were labelled using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","10116","Samples were hybridised using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","Samples were analysed using the NanoString nCounter Analysis System (Gen2). See Gen2 Prep Station User Manual.","Placenta_NS21_v_HM21.txt; Placenta_HS21_v_HM21.txt","Raw output files were converted into lists of counts. To compare two groups, the respective raw counts were passed into RUVSeq for normalisation and removal of unwanted variation. Adjusted counts were then analysed for differential expression analysis using edgeR.","Normalised counts can be found in attached text files, instead of in the matrix table, as specified in the 'Description' column under the 'Samples' heading. Values are Reporter Probe signal intensities captured with the nCounter Analysis System and normalised using RUVSeq.","GPL19924","Hannah,,Scott","hs9350@my.bristol.ac.uk","UK Dementia Research Institute","Cardiff University","Hadyn Ellis Building, Maindy Road","Cardiff","CF24 4HQ","United Kingdom","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2300nnn/GSM2300584/suppl/GSM2300584_Sample34.RCC.gz","0","E20","21%","MitoQ-nanoparticles","Hypoxia","Pacenta",NA
